exchange,commodity,date,weekday,type
ICE,gas,2024-05-18,Saturday,weekend
ICE,gas,2024-05-19,Sunday,weekend
ICE,gas,2024-05-25,Saturday,weekend
ICE,gas,2024-05-26,Sunday,weekend
ICE,gas,2024-06-01,Saturday,weekend
ICE,gas,2024-06-02,Sunday,weekend
ICE,gas,2024-06-08,Saturday,weekend
ICE,gas,2024-06-09,Sunday,weekend
ICE,gas,2024-06-15,Saturday,weekend
ICE,gas,2024-06-16,Sunday,weekend
ICE,gas,2024-06-22,Saturday,weekend
ICE,gas,2024-06-23,Sunday,weekend
ICE,gas,2024-06-29,Saturday,weekend
ICE,gas,2024-06-30,Sunday,weekend
ICE,gas,2024-07-06,Saturday,weekend
ICE,gas,2024-07-07,Sunday,weekend
ICE,gas,2024-07-13,Saturday,weekend
ICE,gas,2024-07-14,Sunday,weekend
ICE,gas,2024-07-20,Saturday,weekend
ICE,gas,2024-07-21,Sunday,weekend
ICE,gas,2024-07-27,Saturday,weekend
ICE,gas,2024-07-28,Sunday,weekend
ICE,gas,2024-08-03,Saturday,weekend
ICE,gas,2024-08-04,Sunday,weekend
ICE,gas,2024-08-10,Saturday,weekend
ICE,gas,2024-08-11,Sunday,weekend
ICE,gas,2024-08-17,Saturday,weekend
ICE,gas,2024-08-18,Sunday,weekend
ICE,gas,2024-08-24,Saturday,weekend
ICE,gas,2024-08-25,Sunday,weekend
ICE,gas,2024-08-31,Saturday,weekend
ICE,gas,2024-09-01,Sunday,weekend
ICE,gas,2024-09-07,Saturday,weekend
ICE,gas,2024-09-08,Sunday,weekend
ICE,gas,2024-09-14,Saturday,weekend
ICE,gas,2024-09-15,Sunday,weekend
ICE,gas,2024-09-21,Saturday,weekend
ICE,gas,2024-09-22,Sunday,weekend
ICE,gas,2024-09-28,Saturday,weekend
ICE,gas,2024-09-29,Sunday,weekend
ICE,gas,2024-10-05,Saturday,weekend
ICE,gas,2024-10-06,Sunday,weekend
ICE,gas,2024-10-12,Saturday,weekend
ICE,gas,2024-10-13,Sunday,weekend
ICE,gas,2024-10-19,Saturday,weekend
ICE,gas,2024-10-20,Sunday,weekend
ICE,gas,2024-10-26,Saturday,weekend
ICE,gas,2024-10-27,Sunday,weekend
ICE,gas,2024-11-02,Saturday,weekend
ICE,gas,2024-11-03,Sunday,weekend
ICE,gas,2024-11-09,Saturday,weekend
ICE,gas,2024-11-10,Sunday,weekend
ICE,gas,2024-11-16,Saturday,weekend
ICE,gas,2024-11-17,Sunday,weekend
ICE,gas,2024-11-23,Saturday,weekend
ICE,gas,2024-11-24,Sunday,weekend
ICE,gas,2024-11-30,Saturday,weekend
ICE,gas,2024-12-01,Sunday,weekend
ICE,gas,2024-12-07,Saturday,weekend
ICE,gas,2024-12-08,Sunday,weekend
ICE,gas,2024-12-14,Saturday,weekend
ICE,gas,2024-12-15,Sunday,weekend
ICE,gas,2024-12-21,Saturday,weekend
ICE,gas,2024-12-22,Sunday,weekend
ICE,gas,2024-12-25,Wednesday,holiday
ICE,gas,2024-12-26,Thursday,holiday
ICE,gas,2024-12-28,Saturday,weekend
ICE,gas,2024-12-29,Sunday,weekend
ICE,gas,2025-01-01,Wednesday,holiday
ICE,gas,2025-01-04,Saturday,weekend
ICE,gas,2025-01-05,Sunday,weekend
ICE,gas,2025-01-11,Saturday,weekend
ICE,gas,2025-01-12,Sunday,weekend
ICE,gas,2025-01-18,Saturday,weekend
ICE,gas,2025-01-19,Sunday,weekend
ICE,gas,2025-01-25,Saturday,weekend
ICE,gas,2025-01-26,Sunday,weekend
ICE,gas,2025-02-01,Saturday,weekend
ICE,gas,2025-02-02,Sunday,weekend
ICE,gas,2025-02-08,Saturday,weekend
ICE,gas,2025-02-09,Sunday,weekend
ICE,gas,2025-02-15,Saturday,weekend
ICE,gas,2025-02-16,Sunday,weekend
ICE,gas,2025-02-22,Saturday,weekend
ICE,gas,2025-02-23,Sunday,weekend
ICE,gas,2025-03-01,Saturday,weekend
ICE,gas,2025-03-02,Sunday,weekend
ICE,gas,2025-03-08,Saturday,weekend
ICE,gas,2025-03-09,Sunday,weekend
ICE,gas,2025-03-15,Saturday,weekend
ICE,gas,2025-03-16,Sunday,weekend
ICE,gas,2025-03-22,Saturday,weekend
ICE,gas,2025-03-23,Sunday,weekend
ICE,gas,2025-03-29,Saturday,weekend
ICE,gas,2025-03-30,Sunday,weekend
ICE,gas,2025-04-05,Saturday,weekend
ICE,gas,2025-04-06,Sunday,weekend
ICE,gas,2025-04-12,Saturday,weekend
ICE,gas,2025-04-13,Sunday,weekend
ICE,gas,2025-04-18,Friday,holiday
ICE,gas,2025-04-19,Saturday,weekend
ICE,gas,2025-04-20,Sunday,weekend
ICE,gas,2025-04-21,Monday,holiday
ICE,gas,2025-04-26,Saturday,weekend
ICE,gas,2025-04-27,Sunday,weekend
ICE,gas,2025-05-03,Saturday,weekend
ICE,gas,2025-05-04,Sunday,weekend
ICE,gas,2025-05-10,Saturday,weekend
ICE,gas,2025-05-11,Sunday,weekend
ICE,gas,2025-05-17,Saturday,weekend
ICE,gas,2025-05-18,Sunday,weekend
ICE,gas,2025-05-24,Saturday,weekend
ICE,gas,2025-05-25,Sunday,weekend
ICE,gas,2025-05-31,Saturday,weekend
ICE,gas,2025-06-01,Sunday,weekend
ICE,gas,2025-06-07,Saturday,weekend
ICE,gas,2025-06-08,Sunday,weekend
ICE,gas,2025-06-14,Saturday,weekend
ICE,gas,2025-06-15,Sunday,weekend
ICE,gas,2025-06-21,Saturday,weekend
ICE,gas,2025-06-22,Sunday,weekend
ICE,gas,2025-06-28,Saturday,weekend
ICE,gas,2025-06-29,Sunday,weekend
ICE,gas,2025-07-05,Saturday,weekend
ICE,gas,2025-07-06,Sunday,weekend
ICE,gas,2025-07-12,Saturday,weekend
ICE,gas,2025-07-13,Sunday,weekend
ICE,gas,2025-07-19,Saturday,weekend
ICE,gas,2025-07-20,Sunday,weekend
ICE,gas,2025-07-26,Saturday,weekend
ICE,gas,2025-07-27,Sunday,weekend
ICE,gas,2025-08-02,Saturday,weekend
ICE,gas,2025-08-03,Sunday,weekend
ICE,gas,2025-08-09,Saturday,weekend
ICE,gas,2025-08-10,Sunday,weekend
ICE,gas,2025-08-16,Saturday,weekend
ICE,gas,2025-08-17,Sunday,weekend
ICE,gas,2025-08-23,Saturday,weekend
ICE,gas,2025-08-24,Sunday,weekend
ICE,gas,2025-08-30,Saturday,weekend
ICE,gas,2025-08-31,Sunday,weekend
ICE,gas,2025-09-06,Saturday,weekend
ICE,gas,2025-09-07,Sunday,weekend
ICE,gas,2025-09-13,Saturday,weekend
ICE,gas,2025-09-14,Sunday,weekend
ICE,gas,2025-09-20,Saturday,weekend
ICE,gas,2025-09-21,Sunday,weekend
ICE,gas,2025-09-27,Saturday,weekend
ICE,gas,2025-09-28,Sunday,weekend
ICE,gas,2025-10-04,Saturday,weekend
ICE,gas,2025-10-05,Sunday,weekend
ICE,gas,2025-10-11,Saturday,weekend
ICE,gas,2025-10-12,Sunday,weekend
ICE,gas,2025-10-18,Saturday,weekend
ICE,gas,2025-10-19,Sunday,weekend
ICE,gas,2025-10-25,Saturday,weekend
ICE,gas,2025-10-26,Sunday,weekend
ICE,gas,2025-11-01,Saturday,weekend
ICE,gas,2025-11-02,Sunday,weekend
ICE,gas,2025-11-08,Saturday,weekend
ICE,gas,2025-11-09,Sunday,weekend
ICE,gas,2025-11-15,Saturday,weekend
ICE,gas,2025-11-16,Sunday,weekend
ICE,gas,2025-11-22,Saturday,weekend
ICE,gas,2025-11-23,Sunday,weekend
ICE,gas,2025-11-29,Saturday,weekend
ICE,gas,2025-11-30,Sunday,weekend
ICE,gas,2025-12-06,Saturday,weekend
ICE,gas,2025-12-07,Sunday,weekend
ICE,gas,2025-12-13,Saturday,weekend
ICE,gas,2025-12-14,Sunday,weekend
ICE,gas,2025-12-20,Saturday,weekend
ICE,gas,2025-12-21,Sunday,weekend
ICE,gas,2025-12-25,Thursday,holiday
ICE,gas,2025-12-26,Friday,holiday
ICE,gas,2025-12-27,Saturday,weekend
ICE,gas,2025-12-28,Sunday,weekend
ICE,gas,2026-01-01,Thursday,holiday
ICE,gas,2026-01-03,Saturday,weekend
ICE,gas,2026-01-04,Sunday,weekend
ICE,gas,2026-01-10,Saturday,weekend
ICE,gas,2026-01-11,Sunday,weekend
ICE,gas,2026-01-17,Saturday,weekend
ICE,gas,2026-01-18,Sunday,weekend
ICE,gas,2026-01-24,Saturday,weekend
ICE,gas,2026-01-25,Sunday,weekend
ICE,gas,2026-01-31,Saturday,weekend
ICE,gas,2026-02-01,Sunday,weekend
ICE,gas,2026-02-07,Saturday,weekend
ICE,gas,2026-02-08,Sunday,weekend
ICE,gas,2026-02-14,Saturday,weekend
ICE,gas,2026-02-15,Sunday,weekend
ICE,gas,2026-02-21,Saturday,weekend
ICE,gas,2026-02-22,Sunday,weekend
ICE,gas,2026-02-28,Saturday,weekend
ICE,gas,2026-03-01,Sunday,weekend
ICE,gas,2026-03-07,Saturday,weekend
ICE,gas,2026-03-08,Sunday,weekend
ICE,gas,2026-03-14,Saturday,weekend
ICE,gas,2026-03-15,Sunday,weekend
ICE,gas,2026-03-21,Saturday,weekend
ICE,gas,2026-03-22,Sunday,weekend
ICE,gas,2026-03-28,Saturday,weekend
ICE,gas,2026-03-29,Sunday,weekend
ICE,gas,2026-04-03,Friday,holiday
ICE,gas,2026-04-04,Saturday,weekend
ICE,gas,2026-04-05,Sunday,weekend
ICE,gas,2026-04-06,Monday,holiday
ICE,gas,2026-04-11,Saturday,weekend
ICE,gas,2026-04-12,Sunday,weekend
ICE,gas,2026-04-18,Saturday,weekend
ICE,gas,2026-04-19,Sunday,weekend
ICE,gas,2026-04-25,Saturday,weekend
ICE,gas,2026-04-26,Sunday,weekend
ICE,gas,2026-05-02,Saturday,weekend
ICE,gas,2026-05-03,Sunday,weekend
ICE,gas,2026-05-09,Saturday,weekend
ICE,gas,2026-05-10,Sunday,weekend
ICE,gas,2026-05-16,Saturday,weekend
ICE,gas,2026-05-17,Sunday,weekend
ICE,gas,2026-05-23,Saturday,weekend
ICE,gas,2026-05-24,Sunday,weekend
ICE,gas,2026-05-30,Saturday,weekend
ICE,gas,2026-05-31,Sunday,weekend
ICE,gas,2026-06-06,Saturday,weekend
ICE,gas,2026-06-07,Sunday,weekend
ICE,gas,2026-06-13,Saturday,weekend
ICE,gas,2026-06-14,Sunday,weekend
ICE,gas,2026-06-20,Saturday,weekend
ICE,gas,2026-06-21,Sunday,weekend
ICE,gas,2026-06-27,Saturday,weekend
ICE,gas,2026-06-28,Sunday,weekend
ICE,gas,2026-07-04,Saturday,weekend
ICE,gas,2026-07-05,Sunday,weekend
ICE,gas,2026-07-11,Saturday,weekend
ICE,gas,2026-07-12,Sunday,weekend
ICE,gas,2026-07-18,Saturday,weekend
ICE,gas,2026-07-19,Sunday,weekend
ICE,gas,2026-07-25,Saturday,weekend
ICE,gas,2026-07-26,Sunday,weekend
ICE,gas,2026-08-01,Saturday,weekend
ICE,gas,2026-08-02,Sunday,weekend
ICE,gas,2026-08-08,Saturday,weekend
ICE,gas,2026-08-09,Sunday,weekend
ICE,gas,2026-08-15,Saturday,weekend
ICE,gas,2026-08-16,Sunday,weekend
ICE,gas,2026-08-22,Saturday,weekend
ICE,gas,2026-08-23,Sunday,weekend
ICE,gas,2026-08-29,Saturday,weekend
ICE,gas,2026-08-30,Sunday,weekend
ICE,gas,2026-09-05,Saturday,weekend
ICE,gas,2026-09-06,Sunday,weekend
ICE,gas,2026-09-12,Saturday,weekend
ICE,gas,2026-09-13,Sunday,weekend
ICE,gas,2026-09-19,Saturday,weekend
ICE,gas,2026-09-20,Sunday,weekend
ICE,gas,2026-09-26,Saturday,weekend
ICE,gas,2026-09-27,Sunday,weekend
ICE,gas,2026-10-03,Saturday,weekend
ICE,gas,2026-10-04,Sunday,weekend
ICE,gas,2026-10-10,Saturday,weekend
ICE,gas,2026-10-11,Sunday,weekend
ICE,gas,2026-10-17,Saturday,weekend
ICE,gas,2026-10-18,Sunday,weekend
ICE,gas,2026-10-24,Saturday,weekend
ICE,gas,2026-10-25,Sunday,weekend
ICE,gas,2026-10-31,Saturday,weekend
ICE,gas,2026-11-01,Sunday,weekend
ICE,gas,2026-11-07,Saturday,weekend
ICE,gas,2026-11-08,Sunday,weekend
ICE,gas,2026-11-14,Saturday,weekend
ICE,gas,2026-11-15,Sunday,weekend
ICE,gas,2026-11-21,Saturday,weekend
ICE,gas,2026-11-22,Sunday,weekend
ICE,gas,2026-11-28,Saturday,weekend
ICE,gas,2026-11-29,Sunday,weekend
ICE,gas,2026-12-05,Saturday,weekend
ICE,gas,2026-12-06,Sunday,weekend
ICE,gas,2026-12-12,Saturday,weekend
ICE,gas,2026-12-13,Sunday,weekend
ICE,gas,2026-12-19,Saturday,weekend
ICE,gas,2026-12-20,Sunday,weekend
ICE,gas,2026-12-25,Friday,holiday
ICE,gas,2026-12-26,Saturday,holiday
ICE,gas,2026-12-27,Sunday,weekend
ICE,gas,2027-01-01,Friday,holiday
ICE,gas,2027-01-02,Saturday,weekend
ICE,gas,2027-01-03,Sunday,weekend
ICE,gas,2027-01-09,Saturday,weekend
ICE,gas,2027-01-10,Sunday,weekend
ICE,gas,2027-01-16,Saturday,weekend
ICE,gas,2027-01-17,Sunday,weekend
ICE,gas,2027-01-23,Saturday,weekend
ICE,gas,2027-01-24,Sunday,weekend
ICE,gas,2027-01-30,Saturday,weekend
ICE,gas,2027-01-31,Sunday,weekend
ICE,gas,2027-02-06,Saturday,weekend
ICE,gas,2027-02-07,Sunday,weekend
ICE,gas,2027-02-13,Saturday,weekend
ICE,gas,2027-02-14,Sunday,weekend
ICE,gas,2027-02-20,Saturday,weekend
ICE,gas,2027-02-21,Sunday,weekend
ICE,gas,2027-02-27,Saturday,weekend
ICE,gas,2027-02-28,Sunday,weekend
ICE,gas,2027-03-06,Saturday,weekend
ICE,gas,2027-03-07,Sunday,weekend
ICE,gas,2027-03-13,Saturday,weekend
ICE,gas,2027-03-14,Sunday,weekend
ICE,gas,2027-03-20,Saturday,weekend
ICE,gas,2027-03-21,Sunday,weekend
ICE,gas,2027-03-26,Friday,holiday
ICE,gas,2027-03-27,Saturday,weekend
ICE,gas,2027-03-28,Sunday,weekend
ICE,gas,2027-03-29,Monday,holiday
ICE,gas,2027-04-03,Saturday,weekend
ICE,gas,2027-04-04,Sunday,weekend
ICE,gas,2027-04-10,Saturday,weekend
ICE,gas,2027-04-11,Sunday,weekend
ICE,gas,2027-04-17,Saturday,weekend
ICE,gas,2027-04-18,Sunday,weekend
ICE,gas,2027-04-24,Saturday,weekend
ICE,gas,2027-04-25,Sunday,weekend
ICE,gas,2027-05-01,Saturday,weekend
ICE,gas,2027-05-02,Sunday,weekend
ICE,gas,2027-05-08,Saturday,weekend
ICE,gas,2027-05-09,Sunday,weekend
ICE,gas,2027-05-15,Saturday,weekend
ICE,gas,2027-05-16,Sunday,weekend
ICE,gas,2027-05-22,Saturday,weekend
ICE,gas,2027-05-23,Sunday,weekend
ICE,gas,2027-05-29,Saturday,weekend
ICE,gas,2027-05-30,Sunday,weekend
ICE,gas,2027-06-05,Saturday,weekend
ICE,gas,2027-06-06,Sunday,weekend
ICE,gas,2027-06-12,Saturday,weekend
ICE,gas,2027-06-13,Sunday,weekend
ICE,gas,2027-06-19,Saturday,weekend
ICE,gas,2027-06-20,Sunday,weekend
ICE,gas,2027-06-26,Saturday,weekend
ICE,gas,2027-06-27,Sunday,weekend
ICE,gas,2027-07-03,Saturday,weekend
ICE,gas,2027-07-04,Sunday,weekend
ICE,gas,2027-07-10,Saturday,weekend
ICE,gas,2027-07-11,Sunday,weekend
ICE,gas,2027-07-17,Saturday,weekend
ICE,gas,2027-07-18,Sunday,weekend
ICE,gas,2027-07-24,Saturday,weekend
ICE,gas,2027-07-25,Sunday,weekend
ICE,gas,2027-07-31,Saturday,weekend
ICE,gas,2027-08-01,Sunday,weekend
ICE,gas,2027-08-07,Saturday,weekend
ICE,gas,2027-08-08,Sunday,weekend
ICE,gas,2027-08-14,Saturday,weekend
ICE,gas,2027-08-15,Sunday,weekend
ICE,gas,2027-08-21,Saturday,weekend
ICE,gas,2027-08-22,Sunday,weekend
ICE,gas,2027-08-28,Saturday,weekend
ICE,gas,2027-08-29,Sunday,weekend
ICE,gas,2027-09-04,Saturday,weekend
ICE,gas,2027-09-05,Sunday,weekend
ICE,gas,2027-09-11,Saturday,weekend
ICE,gas,2027-09-12,Sunday,weekend
ICE,gas,2027-09-18,Saturday,weekend
ICE,gas,2027-09-19,Sunday,weekend
ICE,gas,2027-09-25,Saturday,weekend
ICE,gas,2027-09-26,Sunday,weekend
ICE,gas,2027-10-02,Saturday,weekend
ICE,gas,2027-10-03,Sunday,weekend
ICE,gas,2027-10-09,Saturday,weekend
ICE,gas,2027-10-10,Sunday,weekend
ICE,gas,2027-10-16,Saturday,weekend
ICE,gas,2027-10-17,Sunday,weekend
ICE,gas,2027-10-23,Saturday,weekend
ICE,gas,2027-10-24,Sunday,weekend
ICE,gas,2027-10-30,Saturday,weekend
ICE,gas,2027-10-31,Sunday,weekend
ICE,gas,2027-11-06,Saturday,weekend
ICE,gas,2027-11-07,Sunday,weekend
ICE,gas,2027-11-13,Saturday,weekend
ICE,gas,2027-11-14,Sunday,weekend
ICE,gas,2027-11-20,Saturday,weekend
ICE,gas,2027-11-21,Sunday,weekend
ICE,gas,2027-11-27,Saturday,weekend
ICE,gas,2027-11-28,Sunday,weekend
ICE,gas,2027-12-04,Saturday,weekend
ICE,gas,2027-12-05,Sunday,weekend
ICE,gas,2027-12-11,Saturday,weekend
ICE,gas,2027-12-12,Sunday,weekend
ICE,gas,2027-12-18,Saturday,weekend
ICE,gas,2027-12-19,Sunday,weekend
ICE,gas,2027-12-25,Saturday,holiday
ICE,gas,2027-12-26,Sunday,holiday
ICE,gas,2028-01-01,Saturday,holiday
ICE,gas,2028-01-02,Sunday,weekend
ICE,gas,2028-01-08,Saturday,weekend
ICE,gas,2028-01-09,Sunday,weekend
ICE,gas,2028-01-15,Saturday,weekend
ICE,gas,2028-01-16,Sunday,weekend
ICE,gas,2028-01-22,Saturday,weekend
ICE,gas,2028-01-23,Sunday,weekend
ICE,gas,2028-01-29,Saturday,weekend
ICE,gas,2028-01-30,Sunday,weekend
ICE,gas,2028-02-05,Saturday,weekend
ICE,gas,2028-02-06,Sunday,weekend
ICE,gas,2028-02-12,Saturday,weekend
ICE,gas,2028-02-13,Sunday,weekend
ICE,gas,2028-02-19,Saturday,weekend
ICE,gas,2028-02-20,Sunday,weekend
ICE,gas,2028-02-26,Saturday,weekend
ICE,gas,2028-02-27,Sunday,weekend
ICE,gas,2028-03-04,Saturday,weekend
ICE,gas,2028-03-05,Sunday,weekend
ICE,gas,2028-03-11,Saturday,weekend
ICE,gas,2028-03-12,Sunday,weekend
ICE,gas,2028-03-18,Saturday,weekend
ICE,gas,2028-03-19,Sunday,weekend
ICE,gas,2028-03-25,Saturday,weekend
ICE,gas,2028-03-26,Sunday,weekend
ICE,gas,2028-04-01,Saturday,weekend
ICE,gas,2028-04-02,Sunday,weekend
ICE,gas,2028-04-08,Saturday,weekend
ICE,gas,2028-04-09,Sunday,weekend
ICE,gas,2028-04-14,Friday,holiday
ICE,gas,2028-04-15,Saturday,weekend
ICE,gas,2028-04-16,Sunday,weekend
ICE,gas,2028-04-17,Monday,holiday
ICE,gas,2028-04-22,Saturday,weekend
ICE,gas,2028-04-23,Sunday,weekend
ICE,gas,2028-04-29,Saturday,weekend
ICE,gas,2028-04-30,Sunday,weekend
ICE,gas,2028-05-06,Saturday,weekend
ICE,gas,2028-05-07,Sunday,weekend
ICE,gas,2028-05-13,Saturday,weekend
ICE,gas,2028-05-14,Sunday,weekend
ICE,gas,2028-05-20,Saturday,weekend
ICE,gas,2028-05-21,Sunday,weekend
ICE,gas,2028-05-27,Saturday,weekend
ICE,gas,2028-05-28,Sunday,weekend
ICE,gas,2028-06-03,Saturday,weekend
ICE,gas,2028-06-04,Sunday,weekend
ICE,gas,2028-06-10,Saturday,weekend
ICE,gas,2028-06-11,Sunday,weekend
ICE,gas,2028-06-17,Saturday,weekend
ICE,gas,2028-06-18,Sunday,weekend
ICE,gas,2028-06-24,Saturday,weekend
ICE,gas,2028-06-25,Sunday,weekend
ICE,gas,2028-07-01,Saturday,weekend
ICE,gas,2028-07-02,Sunday,weekend
ICE,gas,2028-07-08,Saturday,weekend
ICE,gas,2028-07-09,Sunday,weekend
ICE,gas,2028-07-15,Saturday,weekend
ICE,gas,2028-07-16,Sunday,weekend
ICE,gas,2028-07-22,Saturday,weekend
ICE,gas,2028-07-23,Sunday,weekend
ICE,gas,2028-07-29,Saturday,weekend
ICE,gas,2028-07-30,Sunday,weekend
ICE,gas,2028-08-05,Saturday,weekend
ICE,gas,2028-08-06,Sunday,weekend
ICE,gas,2028-08-12,Saturday,weekend
ICE,gas,2028-08-13,Sunday,weekend
ICE,gas,2028-08-19,Saturday,weekend
ICE,gas,2028-08-20,Sunday,weekend
ICE,gas,2028-08-26,Saturday,weekend
ICE,gas,2028-08-27,Sunday,weekend
ICE,gas,2028-09-02,Saturday,weekend
ICE,gas,2028-09-03,Sunday,weekend
ICE,gas,2028-09-09,Saturday,weekend
ICE,gas,2028-09-10,Sunday,weekend
ICE,gas,2028-09-16,Saturday,weekend
ICE,gas,2028-09-17,Sunday,weekend
ICE,gas,2028-09-23,Saturday,weekend
ICE,gas,2028-09-24,Sunday,weekend
ICE,gas,2028-09-30,Saturday,weekend
ICE,gas,2028-10-01,Sunday,weekend
ICE,gas,2028-10-07,Saturday,weekend
ICE,gas,2028-10-08,Sunday,weekend
ICE,gas,2028-10-14,Saturday,weekend
ICE,gas,2028-10-15,Sunday,weekend
ICE,gas,2028-10-21,Saturday,weekend
ICE,gas,2028-10-22,Sunday,weekend
ICE,gas,2028-10-28,Saturday,weekend
ICE,gas,2028-10-29,Sunday,weekend
ICE,gas,2028-11-04,Saturday,weekend
ICE,gas,2028-11-05,Sunday,weekend
ICE,gas,2028-11-11,Saturday,weekend
ICE,gas,2028-11-12,Sunday,weekend
ICE,gas,2028-11-18,Saturday,weekend
ICE,gas,2028-11-19,Sunday,weekend
ICE,gas,2028-11-25,Saturday,weekend
ICE,gas,2028-11-26,Sunday,weekend
ICE,gas,2028-12-02,Saturday,weekend
ICE,gas,2028-12-03,Sunday,weekend
ICE,gas,2028-12-09,Saturday,weekend
ICE,gas,2028-12-10,Sunday,weekend
ICE,gas,2028-12-16,Saturday,weekend
ICE,gas,2028-12-17,Sunday,weekend
ICE,gas,2028-12-23,Saturday,weekend
ICE,gas,2028-12-24,Sunday,weekend
ICE,gas,2028-12-25,Monday,holiday
ICE,gas,2028-12-26,Tuesday,holiday
ICE,gas,2028-12-30,Saturday,weekend
ICE,gas,2028-12-31,Sunday,weekend
ICE,gas,2029-01-01,Monday,holiday
ICE,gas,2029-01-06,Saturday,weekend
ICE,gas,2029-01-07,Sunday,weekend
ICE,gas,2029-01-13,Saturday,weekend
ICE,gas,2029-01-14,Sunday,weekend
ICE,gas,2029-01-20,Saturday,weekend
ICE,gas,2029-01-21,Sunday,weekend
ICE,gas,2029-01-27,Saturday,weekend
ICE,gas,2029-01-28,Sunday,weekend
ICE,gas,2029-02-03,Saturday,weekend
ICE,gas,2029-02-04,Sunday,weekend
ICE,gas,2029-02-10,Saturday,weekend
ICE,gas,2029-02-11,Sunday,weekend
ICE,gas,2029-02-17,Saturday,weekend
ICE,gas,2029-02-18,Sunday,weekend
ICE,gas,2029-02-24,Saturday,weekend
ICE,gas,2029-02-25,Sunday,weekend
ICE,gas,2029-03-03,Saturday,weekend
ICE,gas,2029-03-04,Sunday,weekend
ICE,gas,2029-03-10,Saturday,weekend
ICE,gas,2029-03-11,Sunday,weekend
ICE,gas,2029-03-17,Saturday,weekend
ICE,gas,2029-03-18,Sunday,weekend
ICE,gas,2029-03-24,Saturday,weekend
ICE,gas,2029-03-25,Sunday,weekend
ICE,gas,2029-03-30,Friday,holiday
ICE,gas,2029-03-31,Saturday,weekend
ICE,gas,2029-04-01,Sunday,weekend
ICE,gas,2029-04-02,Monday,holiday
ICE,gas,2029-04-07,Saturday,weekend
ICE,gas,2029-04-08,Sunday,weekend
ICE,gas,2029-04-14,Saturday,weekend
ICE,gas,2029-04-15,Sunday,weekend
ICE,gas,2029-04-21,Saturday,weekend
ICE,gas,2029-04-22,Sunday,weekend
ICE,gas,2029-04-28,Saturday,weekend
ICE,gas,2029-04-29,Sunday,weekend
ICE,gas,2029-05-05,Saturday,weekend
ICE,gas,2029-05-06,Sunday,weekend
ICE,gas,2029-05-12,Saturday,weekend
ICE,gas,2029-05-13,Sunday,weekend
ICE,gas,2029-05-19,Saturday,weekend
ICE,gas,2029-05-20,Sunday,weekend
ICE,gas,2029-05-26,Saturday,weekend
ICE,gas,2029-05-27,Sunday,weekend
ICE,gas,2029-06-02,Saturday,weekend
ICE,gas,2029-06-03,Sunday,weekend
ICE,gas,2029-06-09,Saturday,weekend
ICE,gas,2029-06-10,Sunday,weekend
ICE,gas,2029-06-16,Saturday,weekend
ICE,gas,2029-06-17,Sunday,weekend
ICE,gas,2029-06-23,Saturday,weekend
ICE,gas,2029-06-24,Sunday,weekend
ICE,gas,2029-06-30,Saturday,weekend
ICE,gas,2029-07-01,Sunday,weekend
ICE,gas,2029-07-07,Saturday,weekend
ICE,gas,2029-07-08,Sunday,weekend
ICE,gas,2029-07-14,Saturday,weekend
ICE,gas,2029-07-15,Sunday,weekend
ICE,gas,2029-07-21,Saturday,weekend
ICE,gas,2029-07-22,Sunday,weekend
ICE,gas,2029-07-28,Saturday,weekend
ICE,gas,2029-07-29,Sunday,weekend
ICE,gas,2029-08-04,Saturday,weekend
ICE,gas,2029-08-05,Sunday,weekend
ICE,gas,2029-08-11,Saturday,weekend
ICE,gas,2029-08-12,Sunday,weekend
ICE,gas,2029-08-18,Saturday,weekend
ICE,gas,2029-08-19,Sunday,weekend
ICE,gas,2029-08-25,Saturday,weekend
ICE,gas,2029-08-26,Sunday,weekend
ICE,gas,2029-09-01,Saturday,weekend
ICE,gas,2029-09-02,Sunday,weekend
ICE,gas,2029-09-08,Saturday,weekend
ICE,gas,2029-09-09,Sunday,weekend
ICE,gas,2029-09-15,Saturday,weekend
ICE,gas,2029-09-16,Sunday,weekend
ICE,gas,2029-09-22,Saturday,weekend
ICE,gas,2029-09-23,Sunday,weekend
ICE,gas,2029-09-29,Saturday,weekend
ICE,gas,2029-09-30,Sunday,weekend
ICE,gas,2029-10-06,Saturday,weekend
ICE,gas,2029-10-07,Sunday,weekend
ICE,gas,2029-10-13,Saturday,weekend
ICE,gas,2029-10-14,Sunday,weekend
ICE,gas,2029-10-20,Saturday,weekend
ICE,gas,2029-10-21,Sunday,weekend
ICE,gas,2029-10-27,Saturday,weekend
ICE,gas,2029-10-28,Sunday,weekend
ICE,gas,2029-11-03,Saturday,weekend
ICE,gas,2029-11-04,Sunday,weekend
ICE,gas,2029-11-10,Saturday,weekend
ICE,gas,2029-11-11,Sunday,weekend
ICE,gas,2029-11-17,Saturday,weekend
ICE,gas,2029-11-18,Sunday,weekend
ICE,gas,2029-11-24,Saturday,weekend
ICE,gas,2029-11-25,Sunday,weekend
ICE,gas,2029-12-01,Saturday,weekend
ICE,gas,2029-12-02,Sunday,weekend
ICE,gas,2029-12-08,Saturday,weekend
ICE,gas,2029-12-09,Sunday,weekend
ICE,gas,2029-12-15,Saturday,weekend
ICE,gas,2029-12-16,Sunday,weekend
ICE,gas,2029-12-22,Saturday,weekend
ICE,gas,2029-12-23,Sunday,weekend
ICE,gas,2029-12-25,Tuesday,holiday
